Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[0]	DS_Pr[1]	DS_Pr[2]	DS_Pr[3]	MV_Pr[0]	MV_Pr[1]	MV_Pr[2]	MV_Pr[3]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
417	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.1111	0.4444	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	25.11%
418	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.3333	0.4444	0.0000	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
419	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.4444	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
42	1	2	3	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.4444	0.0000	0.4444	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	100.00%	-2.06%	25.11%
420	1	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.0000	0.4444	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8889	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-19.82%
421	0	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.2222	0.3333	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
422	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.3333	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
423	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.4444	0.3333	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8889	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-19.82%
424	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.3333	0.0000	0.5556	0.1111	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	100.00%	100.00%	100.00%	100.00%	0.00%	40.09%
425	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.1111	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
426	1	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.2222	0.0000	0.2222	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
427	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.2222	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
428	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.2222	0.2222	0.0000	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	40.09%
429	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.2222	0.3333	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
43	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.3333	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
430	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.6667	0.1111	0.0000	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.3333	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	55.07%
431	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.0000	0.3333	0.1111	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	40.09%
432	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.0000	0.2222	0.5556	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.4444	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	40.09%
433	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.0000	0.5556	0.3333	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	100.00%	100.00%	100.00%	100.00%	0.00%	40.09%
434	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.2222	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
435	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.3333	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	1.0000	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-34.80%
436	1	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	10.13%
437	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.5556	0.1111	0.2222	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
438	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.3333	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
439	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.4444	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
44	0	2	1	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.1111	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	10.13%
440	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.0000	0.3333	0.1111	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	40.09%
441	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.1111	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
442	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.4444	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
443	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	10.13%
444	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.3333	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-4.84%
445	1	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	10.13%
446	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	1.0000	0.7472	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	-34.80%	-0.73%	10.13%
447	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.1111	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.8889	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-19.82%
448	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.1111	0.2222	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	40.09%
449	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.0000	0.6667	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.3333	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	55.07%
45	0	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.3333	0.0000	0.1111	0.5556	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.6667	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	10.13%
450	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.3333	0.2222	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
451	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.1111	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
452	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.4444	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-19.82%
453	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.0000	0.7778	0.2222	0.0000	0.7499	0.3457	0.7418	0.2222	0.7418	0.2222	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.2222	0.00%	70.04%	-1.08%	53.40%	0.00%	70.04%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	70.04%
454	2	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
455	0	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.3333	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-19.82%
456	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
457	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.0000	0.4444	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	10.13%
458	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.1111	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
459	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.4444	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
46	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.2222	0.4444	0.3333	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
460	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.4444	0.2222	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-19.82%
461	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	10.13%
462	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.2222	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
463	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.3333	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
464	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.4444	0.3333	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
465	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.1111	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
466	2	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	100.00%	100.00%	-34.80%	0.00%	10.13%
467	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.5556	0.1111	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
468	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-1.61%	10.13%
469	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.1111	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
47	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.3333	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
470	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.1111	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
471	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.2222	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	25.11%
472	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.3333	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	100.00%	100.00%	100.00%	100.00%	0.00%	10.13%
473	3	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.8889	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-19.82%
474	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.4444	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
475	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.0000	0.3333	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	25.11%
476	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.2222	0.6667	0.1111	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
477	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.2222	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
478	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.2222	0.1111	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	40.09%
479	3	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
48	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1250	0.1250	0.3750	0.3750	0.7499	0.6875	0.7418	0.6250	0.7418	0.6250	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8750	0.00%	15.75%	-1.08%	7.33%	0.00%	15.75%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-17.95%
480	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.2222	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-2.06%	10.13%
481	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.4444	0.3333	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8889	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-19.82%
